abdominales aβðominales
oftalmóloga oftalmoloɣa
rabí raβi
poligloto poliɣloto
lepidio lepiðjo
lesena lesena
lesbio lezβjo
bacopa bakopa
alfalfar alfalfaɾ
pesito pesito
fundita fundita
barita baɾita
manchego manʲʧeɣo
iluminante iluminante
melancolía melaŋkolia
nihilismo niilizmo
pestos pestos
bufido bufiðo
bujo buxo
suerte ˌmala sweɾte
tiquismiquis tikizmikis
serrería sereɾia
bonete bonete
pistacho pistaʧo
mejo mexo
lacho laʧo
figuranta fiɣuɾanta
figurita fiɣuɾita
show reˌaliti ʃow
jaqueta xaketa
locutorio lokutoɾjo
cometidos kometiðos
nonada nonaða
vitoria bitoɾja
otorrinolaringólogo otorinolaɾiŋɡoloɣo
colihue koliwe
burócrata buɾokɾata
habladuría aβlaðuɾia
granuja ɡɾanuxa
granuja ɡɾanuxa
misionario misjonaɾjo
chorrada ʧoraða
coqueta koketa
escandinavos eskandinaβos
escandinavas eskandinaβas
medidor meðiðoɾ
miel aˌβexa ðe mjel
albañila aˌβexa alβaɲila
machiega aˌβexa maʧjeɣa
reina aˌβexa rejna
obrera aˌβexa oβɾeɾa
neutra aˌβexa newtɾa
carpintera aˌβexa kaɾpinteɾa
maesa aˌβexa maesa
maeso maeso
maestra aˌβexa maestɾa
propi pɾopi
horado oɾaðo
cucurucho kukuɾuʧo
arpegio aɾpexjo
hórreo oreo
flaites flajtes
quiltro kil̪tɾo
acreedora akɾeeðoɾa
sátiro satiɾo
chuchería ʧuʧeɾia
malcriados malkɾjaðos
cabidas kaβiðas
malcriadas malkɾjaðas
malcriada malkɾjaða
capitalistas kapitalistas
cabida kaβiða
malabares malaβaɾes
rompehielos rompejelos
puntapié puntapje
serbio seɾβjo
serbio seɾβjo
legitimidad lexitimiðað
practicante pɾaɣtikante
naturalidad natuɾaliðað
libertinismo liβeɾtinizmo
cuico kwiko
licopodio likopoðjo
pastón paston
pastelillo pasteliʝo
liniera linjeɾa
motoneta motoneta
libertinaje liβeɾtinaxe
arquería aɾkeɾia
madrigalista maðɾiɣalista
luteranismo luteɾanizmo
palentino palentino
santanderino santandeɾino
segoviano seɣoβjano
desvergue dezβeɾɣe
maco mako
pamplonés pamplones
pontevedrés ponteβeðɾes
mandeo mandeo
perplejidad peɾplexiðað
archibebe aɾʧiβeβe
ranchería ranʲʧeɾia
sugestión suxestjon
cachaco kaʧako
tremedal tɾemeðal
desencuentro deseŋkwentɾo
gaditano ɡaðitano
pinole pinole
bandurria bandurja
caridades kaɾiðaðes
huida uiða
completada kompletaða
completadas kompletaðas
lehendakari leendakaɾi
provocador pɾoβokaðoɾ
culebrón kuleβɾon
melatonina melatonina
matriarca matɾjaɾka
abandonos aβandonos
cuncuna kuŋkuna
memorialista memoɾjalista
mercantilista meɾkantilista
veganismo beɣanizmo
sondita sondita
cuncunas kuŋkunas
guatón ɡwaton
güira ɡwiɾa
güira ɡwiɾa
troja tɾoxa
guarén ɡwaɾen
troj tɾox
panarra panara
monema monema
monetarismo monetaɾizmo
monitorio monitoɾjo
fogosidad foɣosiðað
moravo moɾaβo
hervor eɾβoɾ
mogol moɣol
donaire donajɾe
narcotest naɾkotest
nativista natiβista
nautilo nawtilo
aseguradora aseɣuɾaðoɾa
apósito aposito
negativismo neɣatiβizmo
mamuts mamuts
neutrofilia newtɾofilja
nepe nepe
apógrafo apoɣɾafo
coser ˌmakina ðe koseɾ
hueva w̝eβa
mexiqueño mexikeɲo
nonio nonjo
nominalista nominalista
ajolote axolote
panteón panteon
ordinariato oɾðinaɾjato
orfismo oɾfizmo
ondina ondina
orientalismo oɾjentalizmo
oratoriano oɾatoɾjano
operista opeɾista
ontologismo ontoloxizmo
ontologista ontoloxista
solterón sol̪teɾon
solterona sol̪teɾona
sabelotodos saβelotoðos
volantín bolantin
palmirena palmiɾena
palmireno palmiɾeno
raite rajte
papista papista
flojera floxeɾa
angelote aŋxelote
mostacho mostaʧo
bauprés bawpɾes
radionovela raðjonoβela
invernáculo imbeɾnakulo
pediluvio peðiluβjo
pelagiano pelaxjano
pistachero pistaʧeɾo
michelada miʧelaða
raco rako
museógrafo museoɣɾafo
museografía museoɣɾafia
museología museoloxia
púas aˌlambɾe ðe puas
piorrea pjorea
quequito kekito
pirronismo pironizmo
estrofa estɾofa
queque keke
endivia endiβja
endibia endiβja
pirotecnia piɾoteɣnja
pollino poʝino
videoblog biðeoβloɣ
culiados kuljaðos
ánfora aɱfoɾa
arquitrabe aɾkitɾaβe
plastrón plastɾon
arquitrabes aɾkitɾaβes
esvástica ezβastika
camélido kameliðo
ñefle ɲefle
sacramentos sakɾamentos
propileo pɾopileo
tabaquera taβakeɾa
tabaquera taβakeɾa
guaperas ɡwapeɾas
popurrí popuri
corcovas koɾkoβas
corcova koɾkoβa
rapsodista raβsoðista
harén aɾen
tinto ˌbino tinto
golpeador ɡolpeaðoɾ
cosquilla koskiʝa
regalista reɣalista
sinfín siɱfin
batalla ˌkampo ðe βataʝa
torturador toɾtuɾaðoɾ
giba xiβa
rigorismo riɣoɾizmo
cuestionario kwestjonaɾjo
electorado eleɣtoɾaðo
empeoramiento empeoɾamjento
clínicos klinikos
londinense londinense
brasilero bɾasileɾo
subidas suβiðas
almendrado almendɾaðo
penalti penal̪ti
maranta maɾanta
retiros retiɾos
hunas unas
alabardero alaβaɾðeɾo
panelista panelista
huna una
cornisa koɾnisa
hunos unos
artejo aɾtexo
interviú inteɾβju
suástica swastika
eslavo eslaβo
eslavo eslaβo
huno uno
sacristán sakɾistan
frita ˌpapa fɾita
cofrade kofɾaðe
papados papaðos
breakcore bɾejɣkoɾ
unísono unisono
papado papaðo
roano roano
empedrados empeðɾaðos
empedrado empeðɾaðo
barbado baɾβaðo
afiliados afiljaðos
grandor ɡɾandoɾ
troca tɾoka
rutena rutena
ruteno ruteno
sexual aˌkoso seɣswal
cumpleañera kumpleaɲeɾa
cumpleañero kumpleaɲeɾo
kril kɾil
oleadas oleaðas
toledano toleðano
santería santeɾia
safena safena
cursilería kuɾsileɾia
luneta luneta
exclusión eɣsklusjon
arcoíris aɾkoiɾis
santimonia santimonja
lichi liʧi
xoloitzcuintle ʃolojtθkwintle
jamaica ˌaɣwa ðe xamajka
premonitor pɾemonitoɾ
hieroglífico ʝeɾoɣlifiko
falisco falisko
tacuache takwaʧe
coreografía koɾeoɣɾafia
neutralidad newtɾaliðað
colestasis kolestasis
acritud akɾituð
acollador akoʝaðoɾ
marimacho maɾimaʧo
rompope rompope
pedernales peðeɾnales
horados oɾaðos
pósito posito
panteonero panteoneɾo
curruca kuruka
malvavisco malβaβisko
choripán ʧoɾipan
mahometano maometano
confite koɱfite
borrón boron
jarpa ˌbaros xaɾpa
básquet basket
sepulturero sepul̪tuɾeɾo
luco ˌbaros luko
chiquero ʧikeɾo
cardonal kaɾðonal
síndico sindiko
chunchurria ʧunʲʧurja
chunchullo ʧunʲʧuʝo
altibajos al̪tiβaxos
trampolín tɾampolin
endocrinología endokɾinoloxia
picha piʧa
mancomunidad maŋkomuniðað
camada kamaða
maquinador makinaðoɾ
maquinista makinista
maquinistas makinistas
negrura neɣɾuɾa
jara xaɾa
frescor fɾeskoɾ
ñengo ɲeŋɡo
ñango ɲaŋɡo
hiniesta injesta
piñón piɲon
piñón piɲon
piñón piɲon
campiña kampiɲa
liña liɲa
propensión pɾopensjon
natío natio
vascohablante baskoaβlante
mensualidad menswaliðað
kikimora kikimoɾa
segures seɣuɾes
alboradas alβoɾaðas
alborada alβoɾaða
secuoya sekwoʝa
exorno eɣsoɾno
demonial demonjal
peje pexe
candados kandaðos
oolito oolito
pichel piʧel
emú emu
infractor iɱfɾaɣtoɾ
partenogénesis paɾtenoxenesis
caribú kaɾiβu
ingratitud iŋɡɾatituð
borrar ˌɡoma ðe βoraɾ
gigavoltio xiɣaβol̪tjo
kilovatio kiloβatjo
kilovoltio kiloβol̪tjo
bermellón beɾmeʝon
puercoespines pweɾkoespines
kárate kaɾate
pústula pustula
lechoso leʧoso
vampiritos bampiɾitos
vampirito bampiɾito
reconexión rekoneɣsjon
vampiras bampiɾas
vampirita bampiɾita
atabal ataβal
fisura fisuɾa
relojero reloxeɾo
prosumidor pɾosumiðoɾ
sol reˌlox ðe sol
clepsidra kleβsiðɾa
dogal doɣal
churrasco ʧurasko
banalidad banaliðað
bongó boŋɡo
vilo bilo
roncha ronʲʧa
oblea oβlea
pabilo paβilo
gofre ɡofɾe
vegano beɣano
jaina xajna
hidropesía iðɾopesia
tamboriles tamboɾiles
estepa estepa
sínodos sinoðos
tamboril tamboɾil
escolásticos eskolastikos
falsedad falseðað
escolástico eskolastiko
criadero kɾjaðeɾo
garañón ɡaɾaɲon
modisto moðisto
iniquidad inikiðað
mofa mofa
valquiria balkiɾja
introductor intɾoðuɣtoɾ
alumne alumne
coñota koɲota
pimpollo pimpoʝo
carretilla karetiʝa
hevea eβea
búbalo buβalo
substitutos suβstitutos
espingarda espiŋɡaɾða
chimango ʧimaŋɡo
apotecario apotekaɾjo
apoteca apoteka
fárrago faraɣo
potaje potaxe
manita manita
manita manita
eucaristía ewkaɾistia
presbítero pɾezβiteɾo
trabuco tɾaβuko
presbiterado pɾezβiteɾaðo
estilete estilete
hordio oɾðjo
esporangio espoɾaŋxjo
perrilla periʝa
megas meɣas
weón weon
califato kalifato
chacmol ʧaɣmol
paracaidismo paɾakaiðizmo
algarroba alɣaroβa
pulvinar pulβinaɾ
consultores konsul̪toɾes
cofia kofja
hombría ombɾia
heroísmos eɾoizmos
pudendos puðendos
heroísmo eɾoizmo
pudendo puðendo
tabernarias taβeɾnaɾjas
tabernarios taβeɾnaɾjos
tabernaria taβeɾnaɾja
bilbaíno bilβaino
tabernario taβeɾnaɾjo
epítopo epitopo
güija ɡwixa
carabela kaɾaβela
diáspora djaspoɾa
indignidad indiɣniðað
cachacos kaʧakos
maroma maɾoma
mameluco mameluko
cachacas kaʧakas
farándula faɾandula
cachaca kaʧaka
braquiosaurio bɾakjosawɾjo
tótem totem
totemismo totemizmo
sucte suɣte
boleta boleta
bochorno boʧoɾno
chantajista ʧantaxista
petrolera petɾoleɾa
adoradores aðoɾaðoɾes
adorador aðoɾaðoɾ
mantenidos manteniðos
mantenida manteniða
mantenidas manteniðas
caliente peˌrito kaljente
acrópolis akɾopolis
ductilidad duɣtiliðað
manota manota
étimo etimo
lefa lefa
tonito tonito
lesbianos lezβjanos
lesbiano lezβjano
basural basuɾal
sosias sosjas
correctores koreɣtoɾes
homofóbicas omofoβikas
homofóbica omofoβika
homofóbico omofoβiko
homofóbicos omofoβikos
chamán ʧaman
bonga boŋɡa
bonga boŋɡa
biogénesis bjoxenesis
apoteosis apoteosis
abiogénesis aβjoxenesis
baldío bal̪dio
estéticas estetikas
estoica estojka
estoico estojko
magnanimidad maɣnanimiðað
abstergente aβsteɾxente
evangélicos eβaŋxelikos
evangélico eβaŋxeliko
progresista pɾoɣɾesista
varsoviano baɾsoβjano
casucha kasuʧa
varsovianos baɾsoβjanos
varsovianas baɾsoβjanas
hidalguía iðalɣia
suntuosidad suntwosiðað
ocaso okaso
varsoviana baɾsoβjana
columbario kolumbaɾjo
exeditor eɣseðitoɾ
triquiñuela tɾikiɲwela
hipófisis ipofisis
cochinilla koʧiniʝa
cochinilla koʧiniʝa
pusilanimidades pusilanimiðaðes
pusilánimes pusilanimes
pusilanimidad pusilanimiðað
pusilánime pusilanime
casete kasete
fresca ˌaɣwa fɾeska
lamero lameɾo
lamero lameɾo
lamero lameɾo
hueste w̝este
prados pɾaðos
letanía letania
leviatán leβjatan
congestión koŋxestjon
doblón doβlon
desventura dezβentuɾa
carpintería kaɾpinteɾia
hipocampo ipokampo
despecho despeʧo
wólfram bolfɾan
whiskería w̝iskeɾia
washingtoniano w̝asintonjano
infijo iɱfixo
mamografía mamoɣɾafia
ultraderecha ul̪tɾaðeɾeʧa
paramilitar paɾamilitaɾ
jorobada xoɾoβaða
prostíbulos pɾostiβulos
aguamarina ˌaɣwamaɾina
montero monteɾo
frenesí fɾenesi
champurrado ʧampuraðo
córneas koɾneas
recodo rekoðo
rechifla reʧifla
alelopatía alelopatia
isleña isleɲa
isleño isleɲo
córnea koɾnea
chilensis ʧilensis
vulgaridad bulɣaɾiðað
academista akaðemista
piélago pjelaɣo
invulnerabilidad imbulneɾaβiliðað
nevadense neβaðense
republicanismo repuβlikanizmo
neurotípico newɾotipiko
tragasables tɾaɣasaβles
tragasables tɾaɣasaβles
caíd kaið
liderato liðeɾato
sumatrano sumatɾano
bolivianas boliβjanas
ermitaño eɾmitaɲo
calaca kalaka
inyectable iɲʝeɣtaβle
hollejo oʝexo
anales ˌkwentas anales
columbiano kolumbjano
sicología sikoloxia
sicólogas sikoloɣas
sicólogos sikoloɣos
sicóloga sikoloɣa
orvallo oɾβaʝo
psicodelia sikoðelja
andinas andinas
andinos andinos
caracola kaɾakola
córner koɾneɾ
sicoanálisis sikoanalisis
carbonaria kaɾβonaɾja
ahuyama awʝama
alarido alaɾiðo
obediente ˌplanta oβeðjente
viveros biβeɾos
maché paˌpel maʧe
vivero biβeɾo
hemistiquio emistikjo
basílica basilika
eugenesia ewxenesja
xerografía seɾoɣɾafia
mitomanía mitomania
grafomanía ɡɾafomania
melómanas melomanas
bróker bɾokeɾ
mitómano mitomano
megalómano meɣalomano
melómanos melomanos
melómano melomano
melómana melomana
mitómana mitomana
grafómanas ɡɾafomanas
grafómana ɡɾafomana
grafómanos ɡɾafomanos
grafómano ɡɾafomano
insectívoro inseɣtiβoɾo
bibliófilo biβljofilo
angiofibroma aŋxjofiβɾoma
todoterreno toðotereno
fario faɾjo
amarantos amaɾantos
saxófono saɣsofono
saxófonos saɣsofonos
impenetrabilidad impenetɾaβiliðað
mecanógrafo mekanoɣɾafo
estenografía estenoɣɾafia
taquigrafía takiɣɾafia
imperialistas impeɾjalistas
calígrafa kaliɣɾafa
dactilografía daɣtiloɣɾafia
mecanografía mekanoɣɾafia
pizzería pitseɾia
alérgenos aleɾxenos
tecnócrata teɣnokɾata
serigrafía seɾiɣɾafia
sismólogo sizmoloɣo
monólogo monoloɣo
calígrafo kaliɣɾafo
pictograma piɣtoɣɾama
cártel kaɾtel
dislexia disleɣsja
anoréxico anoɾeɣsiko
sexista seɣsista
alérgeno aleɾxeno
misóginas misoxinas
misóginos misoxinos
numismático numizmatiko
helicoide elikojðe
birote biɾote
necrópolis nekɾopolis
nostálgico nostalxiko
misógina misoxina
fecundidad fekundiðað
peuca pewka
billetito biʝetito
tenida teniða
tenidas teniðas
misógino misoxino
tapadas tapaðas
sexismo seɣsizmo
tapados tapaðos
vedados beðaðos
tocarias tokaɾjas
tocados tokaðos
tapada tapaða
iconoclastas ikonoklastas
néctares neɣtaɾes
comisarías komisaɾias
platenses platenses
calesita kalesita
amnésica amnesika
ortopédicos oɾtopeðikos
dictablanda diɣtaβlanda
ortopédica oɾtopeðika
ortopédicas oɾtopeðikas
burrico buriko
recurva rekuɾβa
alcayota alkaʝota
litógrafa litoɣɾafa
metéoro meteoɾo
litografía litoɣɾafia
payasada paʝasaða
vegetariana ambuɾˌɣesa βexetaɾjana
ortopédico oɾtopeðiko
bufonada bufonaða
consecuente konsekwente
hierarquía ʝeɾaɾkia
emulsión emulsjon
consomé konsome
soldadas sol̪daðas
mugidos muxiðos
soldada sol̪daða
levada leβaða
fantasmagoría fantazmaɣoɾia
canoli kanoli
rapsoda raβsoða
ágora aɣoɾa
renal ˌkalkulo renal
ojito oxito
ansarina ansaɾina
ansarino ansaɾino
pringado pɾiŋɡaðo
buganvilia buɣambilja
cabdillo kaβðiʝo
buganvilla buɣambiʝa
guionista ɡjonista
semantema semantema
hidrografía iðɾoɣɾafia
lasitud lasituð
orografía oɾoɣɾafia
hidroponía iðɾoponia
quiasmo kjazmo
cosmogonía kozmoɣonia
teogonía teoɣonia
cánones kanones
darwinianos daɾwinjanos
darwinianas daɾwinjanas
oklahomense oklaxomense
saigonense sajɣonense
autótrofos awtotɾofos
autótrofas awtotɾofas
hipertrofia ipeɾtɾofja
autótrofo awtotɾofo
idos iðos
californianos kalifoɾnjanos
californianas kalifoɾnjanas
trópico tɾopiko
autótrofa awtotɾofa
cataclismos kataklizmos
égida exiða
eufonía ewfonia
palavolo palaβolo
aleutiano alewtjano
aleutiano alewtjano
rhodesiano roðesjano
rhodesianos roðesjanos
dominicanas dominikanas
angolanas aŋɡolanas
dominicanos dominikanos
rhodesianas roðesjanas
angolanos aŋɡolanos
rhodesiana roðesjana
neomexicano neomexikano
indianas indjanas
epigrama epiɣɾama
indianos indjanos
siringe siɾiŋxe
divinadora diβinaðoɾa
anginas aŋxinas
viticultora bitikul̪toɾa
divinador diβinaðoɾ
adivinadora aðiβinaðoɾa
adivinador aðiβinaðoɾ
elipsis eliβsis
rosado ˌbino rosaðo
mesa ˌbino ðe mesa
espumoso ˌbino espumoso
viñador biɲaðoɾ
charanguista ʧaɾaŋɡista
viñadora biɲaðoɾa
axonotmesis aɣsonoðmesis
vinicultora binikul̪toɾa
adenología aðenoloxia
vinicultura binikul̪tuɾa
vinicultor binikul̪toɾ
viticultor bitikul̪toɾ
arboricultor aɾβoɾikul̪toɾ
neurotmesis newɾoðmesis
cavernícola kaβeɾnikola
flema flema
mar oˌɾexa ðe maɾ
juguetero xuɣeteɾo
ovejera oβexeɾa
ovejero oβexeɾo
negra oˌβexa neɣɾa
fundamentalistas fundamentalistas
vinícola binikola
anegamiento aneɣamjento
púnico puniko
comensal komensal
carrasco karasko
manipulador manipulaðoɾ
negras oˌβexaz neɣɾas
macroadenoma makɾoaðenoma
dueto dweto
tausi tawsi
agüita aɣwita
caledonia kaleðonja
caledonio kaleðonjo
balano balano
burgos buɾɣos
soro soɾo
limón ˌte ðe limon
gato ˌmenta ðe ɣato
buena ˌʝeɾβa βwena
burgo buɾɣo
nébeda neβeða
picante ˌraβano pikante
Jamaica piˌmjenta ðe xamajka
hierbabuena ʝeɾβaβwena
siberianos siβeɾjanos
paragüita paɾaɣwita
estrella aˌnis estɾeʝa
siberianas siβeɾjanas
salpicadero salpikaðeɾo
estrellado aˌnis estɾeʝaðo
sudadera suðaðeɾa
levístico leβistiko
polígloto poliɣloto
polígloto poliɣloto
haraquiri aɾakiɾi
santas santas
yambo ʝambo
yambo ʝambo
blanquillo blaŋkiʝo
anquilosis aŋkilosis
peán pean
colostomía kolostomia
gaitero ɡajteɾo
abuelito aβwelito
maletita maletita
talmudista talmuðista
tantrismo tantɾizmo
tallito taʝito
taylorismo tajloɾizmo
tristura tɾistuɾa
tenorrafia tenorafja
agregados aɣɾeɣaðos
tesista tesista
filósofa filosofa
tolteco tol̪teko
tirrena tirena
tirreno tireno
mahones maones
taumaturgo tawmatuɾɣo
tolteca tol̪teka
asegurador aseɣuɾaðoɾ
mancuerna maŋkweɾna
trovero tɾoβeɾo
imperdible impeɾðiβle
trullo tɾuʝo
ulmaria ulmaɾja
alimañero alimaɲeɾo
guardaparque ɡwaɾðapaɾke
félido feliðo
oleaje oleaxe
hendidura endiðuɾa
chajá ʧaxa
chipilín ʧipilin
carey kaɾej
varego baɾeɣo
calala kalala
acanaladura akanalaðuɾa
arracacha arakaʧa
ayahuasquero aʝawaskeɾo
borojó boɾoxo
utilitarismo utilitaɾizmo
cuadrúpedo kwaðɾupeðo
vicariato bikaɾjato
hitita itita
hitita itita
perdigones peɾðiɣones
terracota terakota
dóberman doβeɾman
cántico kantiko
perdigón peɾðiɣon
triquitraque tɾikitɾake
bípedo bipeðo
piola pjola
tragador tɾaɣaðoɾ
chiverre ʧiβere
hinduismo indwizmo
ardid aɾðið
día ˌpan de ˌkaða ðia
jónicos xonikos
criollo aˌxi kɾjoʝo
chiltoma ʧil̪toma
jónicas xonikas
Dios ˌpan de ðjos
chilacayote ʧilakaʝote
voivoda bojβoða
jónica xonika
santol santol
jónico xoniko
montículo montikulo
campito kampito
carlista kaɾlista
gabacha ɡaβaʧa
rusa ensaˌlaða rusa
carlismo kaɾlizmo
consonantismo konsonantizmo
bonapartismo bonapaɾtizmo
común ˌsal komun
enano naˌɾaŋxo enano
aplastamiento aplastamjento
chino naˌɾaŋxo ʧino
culturalismo kul̪tuɾalizmo
otorrinolaringología otorinolaɾiŋɡoloxia
laringitis laɾiŋxitis
decorativismo dekoɾatiβizmo
jocote xokote
espanglish espaŋɡliʃ
spanglish espaŋɡliʃ
astrágalo astɾaɣalo
jugabilidad xuɣaβiliðað
epigénesis epixenesis
apófisis apofisis
hipocondrio ipokondɾjo
shute ʃute
apologético apoloxetiko
maricona maɾikona
blindaje blindaxe
potable ˌaɣwa potaβle
añal aɲal
carburador kaɾβuɾaðoɾ
ojera oxeɾa
alcoholímetro alkolimetɾo
rojo aˌɾandano roxo
ártico aˌɾandano aɾtiko
silvestre aˌɾandano silβestɾe
criba kɾiβa
viñeta biɲeta
espliego espljeɣo
murtilla muɾtiʝa
caimito kajmito
peculiaridad pekuljaɾiðað
bidimensionalidad biðimensjonaliðað
europeo ˌnispeɾo ewɾopeo
pantanos ˌmoɾa ðe los pantanos
japonés ˌnispeɾo xapones
mangostino maŋɡostino
mangostán maŋɡostan
bonsái bonsaj
yudo ʝuðo
babaco baβako
anástrofe anastɾofe
hipérbato ipeɾβato
muladas mulaðas
currículo kurikulo
mulada mulaða
achichincle aʧiʧiŋkle
hidra iðɾa
comilones komilones
comilonas komilonas
comilón komilon
aeropirata aeɾopiɾata
formulador foɾmulaðoɾ
alcotest alkotest
ordalía oɾðalia
supercuerda supeɾkweɾða
pelleja peʝexa
estróbilo estɾoβilo
duermevela dweɾmeβela
aquelarre akelare
íleon ileon
cajú kasˌtaɲa ðe kaxu
ejote exote
yeyuno ʝeʝuno
ocote okote
hostelería osteleɾia
tlapalería tlapaleɾia
tlapalero tlapaleɾo
jocoque xokoke
marisquería maɾiskeɾia
ahuehuete awewete
pueblucho pweβluʧo
cuarteto kwaɾteto
cabellera kaβeʝeɾa
estruendo estɾwendo
tribología tɾiβoloxia
cornejo koɾnexo
helicotrema elikotɾema
tilma tilma
abetal aβetal
puñalote puɲalote
abetos aβetos
puñalito puɲalito
kineses kineses
colita kolita
botita botita
frasquito fɾaskito
rivalidad riβaliðað
inutilidad inutiliðað
octeto oɣteto
fornicador foɾnikaðoɾ
fatalidad fataliðað
metrónomo metɾonomo
yang ˌʝiɲ ʝan
noneto noneto
serrador seraðoɾ
foja foxa
guapetón ɡwapeton
torniquete toɾnikete
hormonas teˌɾapja ðe oɾmonas
dictamen diɣtamen
cacheta kaʧeta
particularidad paɾtikulaɾiðað
infinidad iɱfiniðað
promiscuidad pɾomiskwiðað
público tɾansˌpoɾte puβliko
