abactor ɐbɐktoɾ
ondulação õdulɐsɐ̃w̃
cartune kɐɾtũ
passadio pɐsɐdiu
moradia muɾɐdiɐ
predela pɾɨdɛlɐ
aguça ɐɡusɐ
aguça ɐɡusɐ
relicário ʁɨlikaɾju
relíquia ʁɨlikjɐ
vô vo
montevideana mõtɨvidjɐnɐ
particularidade pɐɾtikulɐɾidadɨ
polidez pulideʃ
povoado puvwadu
portinhola puɾtiɲɔlɐ
povoamento puvwɐmẽtu
prosápia pɾuzapjɐ
reclamação ʁɨklɐmɐsɐ̃w̃
manjedoura mɐ̃ʒɨdo(w)ɾɐ
provedor pɾuvɨdoɾ
prédica pɾɛdikɐ
primórdio pɾimɔɾdju
quitandeiros kitɐ̃dɐjɾuʃ
pombal põbal
paródia pɐɾɔdjɐ
quitandeiro kitɐ̃dɐjɾu
sezão sɨzɐ̃w̃
polvilho polviʎu
regímen ʁɨʒimɛn
sangueira sɐ̃ɡɐjɾɐ
regozijos ʁɨɡuziʒuʃ
montevideano mõtɨvidjɐnu
solidéu sɔlidɛw
regozijo ʁɨɡuziʒu
sarampo sɐɾɐ̃pu
solicitador sulisitɐdoɾ
sujeição suʒɐjsɐ̃w̃
perversidade pɨɾvɨɾsidadɨ
sofreguidão sofɾɨɡidɐ̃w̃
tepidez tɨpideʃ
teorista tjuɾiʃtɐ
sexagenário ˌsɛksɐʒɨnaɾju
sarampão sɐɾɐ̃pɐ̃w̃
símio simju
revolucionário ʁɨvulusjunaɾju
mímica mimikɐ
suíno swinu
dalmática dalmatikɐ
resignação ʁɨziɡnɐsɐ̃w̃
tílburi tilbuɾi
tipógrafo tipɔɡɾɐfu
titã titɐ̃
titã titɐ̃
revérbero ʁɨvɛɾbɨɾu
regência ʁɨʒẽsjɐ
vermute vɛɾmutɨ
verossimilhança vɨɾusimiʎɐ̃sɐ
aterrizagem ɐtɨʁizaʒɐ̃j̃
trepada tɾɨpadɐ
abstémio ɐbʃtɛmju
vivacidade vivɐsidadɨ
veneração vɨnɨɾɐsɐ̃w̃
xaile ʃajlɨ
avistamento ɐviʃtɐmẽtu
aeração ɐɨɾɐsɐ̃w̃
viúvo vjuvu
macieza mɐsjezɐ
bagaço bɐɡasu
maceração mɐsɨɾɐsɐ̃w̃
balseiro balsɐjɾu
bagaceira bɐɡɐsɐjɾɐ
clarete klɐɾetɨ
soleira sulɐjɾɐ
empilhamento ẽˌpiʎɐmẽtu
sudanês sudɐneʃ
autocolante ˌawtɔkulɐ̃tɨ
bacelo bɐsɛlu
aguardente aɡwaɾdẽtɨ
apoiador ɐpojɐdoɾ
apoiante ɐpojɐ̃tɨ
borbulha buɾbuʎɐ
colonização kulunizɐsɐ̃w̃
complementaridade kõplɨmẽtɐɾidadɨ
aterrisagem ɐtɨʁizaʒɐ̃j̃
adega ɐdɛɡɐ
delimitação dɨlimitɐsɐ̃w̃
demarcação dɨmɐɾkɐsɐ̃w̃
degustação dɨɡuʃtɐsɐ̃w̃
apreciador ɐpɾɨsjɐdoɾ
enólogo inɔluɡu
domesticação dumɨʃtikɐsɐ̃w̃
enxertia ẽʃɨɾtiɐ
documentário dukumẽtaɾju
sudaneses sudɐnezɨʃ
infusão ĩfuzɐ̃w̃
cálice kalisɨ
cálice kalisɨ
libação libɐsɐ̃w̃
lotação lutɐsɐ̃w̃
filoxera fiˌlɔksɛɾɐ
exclusividade (i)ʃkluzividadɨ
especiaria (i)ʃpɨsjɐɾiɐ
harmonização ɐɾmunizɐsɐ̃w̃
maturação mɐtuɾɐsɐ̃w̃
epidemiologista ipidɨmjuluʒiʃtɐ
sô so
consubstanciação kõsubʃtɐ̃sjɐsɐ̃w̃
iniciante inisjɐ̃tɨ
esterco (i)ʃteɾku
gentio ʒẽtiu
provador pɾuvɐdoɾ
replantação ʁɨplɐ̃tɐsɐ̃w̃
esmagamento (i)ʒmɐɡɐmẽtu
originalidade ɔɾiʒinɐlidadɨ
jurisprudência ʒuɾiʃpɾudẽsjɐ
tipicidade tipisidadɨ
distribuidora diʃtɾibujdoɾɐ
intermediação ĩtɨɾmɨdjɐsɐ̃w̃
minoria minuɾiɐ
simpósio sĩpɔzju
torrefação tuʁɨfasɐ̃w̃
roteiro ʁutɐjɾu
pigmentação piɡimẽtɐsɐ̃w̃
revitalização ʁɨvitɐlizɐsɐ̃w̃
plantio plɐ̃tiu
quimioprotetor ˌkimjɔpɾutɛtoɾ
transubstanciação tɾɐ̃subʃtɐ̃sjɐsɐ̃w̃
semeador sɨmjɐdoɾ
levedura lɨvɨduɾɐ
vindima vĩdimɐ
mercador mɨɾkɐdoɾ
zurrapa zuʁapɐ
leveduras lɨvɨduɾɐʃ
vinhateiro viɲɐtɐjɾu
capicua kɐpikuɐ
minissaia ˌminisajɐ
tarraxa tɐʁaʃɐ
abastança ɐbɐʃtɐ̃sɐ
muçulmano musulmɐnu
abalo ɐbalu
castiçal kɐʃtisal
ateniense ɐtɨnjẽsɨ
caldeirão kaldɐjɾɐ̃w̃
nozes ˌkɛbɾɐnɔzɨʃ
subdivisão ˌsubdivizɐ̃w̃
agraço ɐɡɾasu
ajuntamento ɐʒũtɐmẽtu
vinificação vinifikɐsɐ̃w̃
alardo ɐlaɾdu
hebraização ibɾɐizɐsɐ̃w̃
bilheteiro biʎɨtɐjɾu
almécega almɛsɨɡɐ
alcoviteiro alkuvitɐjɾu
almotacé almutɐsɛ
alforje alfɔɾʒɨ
alfândega alfɐ̃dɨɡɐ
aleivosia ɐlɐjvuziɐ
bilheteira biʎɨtɐjɾɐ
altercação altɨɾkɐsɐ̃w̃
ditador ditɐdoɾ
alcanzia alkɐ̃ziɐ
agravante ɐɡɾɐvɐ̃tɨ
aipim ajpĩ
aljôfar alʒofaɾ
algodoeiro alɡudwɐjɾu
alqueire alkɐjɾɨ
alvião alvjɐ̃w̃
alento ɐlẽtu
alcancia alkɐ̃siɐ
alçapão alsɐpɐ̃w̃
bibliotecário bibliutɨkaɾju
alguidar alɡidaɾ
antemanhã ɐ̃tɨmɐɲɐ̃
xareta ʃɐɾetɐ
alvíssaras alvisɐɾɐʃ
andaina ɐ̃dajnɐ
apelação ɐpɨlɐsɐ̃w̃
arpéu ɐɾpɛw
arrais ɐʁajʃ
caixote kajʃɔtɨ
aragonês ɐɾɐɡuneʃ
armador ɐɾmɐdoɾ
arribação ɐʁibɐsɐ̃w̃
arvoredo ɐɾvuɾedu
arcebispo ɐɾsɨbiʃpu
antonomásia ɐ̃tunumazjɐ
amêijoa ɐmɐjʒwɐ
arvoredos ɐɾvuɾeduʃ
arpoador ɐɾpwɐdoɾ
armadilho ɐɾmɐdiʎu
ataúde ɐtɐudɨ
aução awsɐ̃w̃
autoestrada ˌawtɔ(i)ʃtɾadɐ
atrevimento ɐtɾɨvimẽtu
âmago ɐmɐɡu
aviamento ɐvjɐmẽtu
atoleiro ɐtulɐjɾu
açucena ɐsusenɐ
balaio bɐlaju
baixela bajʃɛlɐ
açougue ɐso(w)ɡɨ
baraço bɐɾasu
açoute ɐso(w)tɨ
baleato bɐljatu
abastimento ɐbɐʃtimẽtu
barcaça bɐɾkasɐ
baeta bɐetɐ
naveta nɐvetɐ
barbasco bɐɾbaʃku
batéis bɐtɐjʃ
batoque bɐtɔkɨ
bebedice bɨbɨdisɨ
batelada bɐtɨladɐ
bispado biʃpadu
bissexto bisɐjʃtu
seguridade sɨɡuɾidadɨ
almanjarra almɐ̃ʒaʁɐ
arquinho ɐɾkiɲu
angelim ɐ̃ʒɨlĩ
ambaíba ɐ̃bɐibɐ
baú bau
aldraba aldɾabɐ
mô mo
bentas bẽtɐʃ
estai (i)ʃtaj
martelada mɐɾtɨladɐ
bizarria bizɐʁiɐ
bombardada bõbɐɾdadɐ
boiada bujadɐ
brandão bɾɐ̃dɐ̃w̃
boqueirão bukɐjɾɐ̃w̃
cabaço kɐbasu
gravilha ɡɾɐviʎɐ
bucho buʃu
bordão buɾdɐ̃w̃
bordão buɾdɐ̃w̃
brenha bɾɐ(j)ɲɐ
burburinho buɾbuɾiɲu
cabaça kɐbasɐ
caibro kajbɾu
cacheiro kɐʃɐjɾu
caiçara kajsaɾɐ
caiçara kajsaɾɐ
caniço kɐnisu
camarinha kɐmɐɾiɲɐ
canindé kɐnĩdɛ
cangueira kɐ̃ɡɐjɾɐ
cananeu kɐnɐnew
camboa kɐ̃boɐ
canafístula kɐnɐfiʃtulɐ
capitulação kɐpitulɐsɐ̃w̃
campeira kɐ̃pɐjɾɐ
cacimba kɐsĩbɐ
canonização kɐnunizɐsɐ̃w̃
brevidade bɾɨvidadɨ
cambada kɐ̃badɐ
canaviais kɐnɐvjajʃ
canavial kɐnɐvjal
caminhante kɐmiɲɐ̃tɨ
canastra kɐnaʃtɾɐ
canoinha kɐnwiɲɐ
carapuça kɐɾɐpusɐ
caravelão kɐɾɐvɨlɐ̃w̃
caroba kɐɾɔbɐ
camareiro kɐmɐɾɐjɾu
búzio buzju
carcereiro kɐɾsɨɾɐjɾu
caraguatá kɐɾɐɡwɐta
celga sɛlɡɐ
carimã kɐɾimɐ̃
bonança bunɐ̃sɐ
capitânia kɐpitɐnjɐ
bouba bo(w)bɐ
ceroulas sɨɾo(w)lɐʃ
cercilho sɨɾsiʎu
cavador kɐvɐdoɾ
carregador kɐʁɨɡɐdoɾ
carregador kɐʁɨɡɐdoɾ
candeeiro kɐ̃djɐjɾu
canada kɐnadɐ
canada kɐnadɐ
cevo sevu
decoada dɨkwadɐ
botija butiʒɐ
carmelita kɐɾmɨlitɐ
charamela ʃɐɾɐmɛlɐ
clareza klɐɾezɐ
cidadania sidɐdɐniɐ
copaíba kupɐibɐ
chiqueiro ʃikɐjɾu
cascavel kɐʃkɐvɛl
cascavel kɐʃkɐvɛl
comemoração kumɨmuɾɐsɐ̃w̃
capitães kɐpitɐ̃j̃ʃ
centenário sẽtɨnaɾju
combatente kõbɐtẽtɨ
capetagens kɐpɨtaʒɐ̃j̃ʃ
chacina ʃɐsinɐ
choupana ʃo(w)pɐnɐ
defuntos dɨfũtuʃ
campanário kɐ̃pɐnaɾju
calafate kɐlɐfatɨ
circunstante siɾkũʃtɐ̃tɨ
zaburro zɐbuʁu
carreiro kɐʁɐjɾu
careta kɐɾetɐ
careta kɐɾetɐ
cascavéis kɐʃkɐvɐjʃ
carapuças kɐɾɐpusɐʃ
centenários sẽtɨnaɾjuʃ
colarinho kulɐɾiɲu
concílio kõsilju
carmelitas kɐɾmɨlitɐʃ
coquinho kukiɲu
cristandade kɾiʃtɐ̃dadɨ
carreto kɐʁetu
dianteira djɐ̃tɐjɾɐ
nosocómio nɔzɔkɔmju
ralé ʁɐlɛ
encampação ẽkɐ̃pɐsɐ̃w̃
comendador kumẽdɐdoɾ
raposinho ʁɐpuziɲu
labareda lɐbɐɾedɐ
madeiramento mɐdɐjɾɐmẽtu
galardão ɡɐlɐɾdɐ̃w̃
córrego kɔʁɨɡu
vidreiro vidɾɐjɾu
mocambo mukɐ̃bu
desalojada dɨzɐluʒadɐ
confrade kõfɾadɨ
competitividade kõpɨtitividadɨ
confraria kõfɾɐɾiɐ
faisão fajzɐ̃w̃
trovador tɾuvɐdoɾ
entulho ẽtuʎu
defasagem dɨfɐzaʒɐ̃j̃
paisagista pajzɐʒiʃtɐ
falconete falkunetɨ
pesqueiro pɨʃkɐjɾu
proibicionismo pɾuibisjuniʒmu
almadraba almɐdɾabɐ
dogão dɔɡɐ̃w̃
tucupi tukupi
proibicionista pɾuibisjuniʃtɐ
óbice ɔbisɨ
holofote ɔlɔfɔtɨ
jagra ʒaɡɾɐ
adicção ɐdiksɐ̃w̃
escadote (i)ʃkɐdɔtɨ
escadaria (i)ʃkɐdɐɾiɐ
escadório (i)ʃkɐdɔɾju
ensinamento ẽsinɐmẽtu
fartura fɐɾtuɾɐ
escumadeira (i)ʃkumɐdɐjɾɐ
espumadeira (i)ʃpumɐdɐjɾɐ
ateia ɐtɐjɐ
vivência vivẽsjɐ
artilheiro ɐɾtiʎɐjɾu
barrilete bɐʁiletɨ
máster maʃtɛɾ
politécnico pulitɛkniku
bule bulɨ
grenha ɡɾɐ(j)ɲɐ
bisneto biʒnɛtu
bisneta biʒnɛtɐ
enteada ẽtjadɐ
estalactite (i)ʃtɐlɐktitɨ
lucense lusẽsɨ
estalagmite (i)ʃtɐlɐɡimitɨ
decatlo dɨkatlu
natação nɐtɐsɐ̃w̃
canoagem kɐnwaʒɐ̃j̃
triatlo tɾiatlu
basebol bɐjzɨbɔl
beisebol bɐjzɨbɔl
revezamento ʁɨvɨzɐmẽtu
vara saltu kõ vaɾɐ
goleiro ɡulɐjɾu
judô ʒudo
veiro vɐjɾu
devesa dɨvezɐ
softbol ˌsɔftbɔl
alças kɐvalu kõ alsɐʃ
argola ɐɾɡɔlɐ
esportista (i)ʃpuɾtiʃtɐ
softebol ˌsɔftɨbɔl
heptatlo iptatlu
espadarte (i)ʃpɐdaɾtɨ
maçaneta mɐsɐnetɐ
procissão pɾusisɐ̃w̃
filhote fiʎɔtɨ
filhote fiʎɔtɨ
anistia ɐniʃtiɐ
rutura ʁutuɾɐ
alicatezinho ɐliˌkatɨziɲu
alicatinho ɐlikɐtiɲu
alicatão ɐlikɐtɐ̃w̃
apontamento ɐpõtɐmẽtu
assoalho ɐswaʎu
matumbo mɐtũbu
matumbo mɐtũbu
amortecedor ɐmuɾtɨsɨdoɾ
aspereza ɐʃpɨɾezɐ
aloquete ɐluketɨ
capachinho kɐpɐʃiɲu
beijoqueiro bɐjʒukɐjɾu
canalizador kɐnɐlizɐdoɾ
chorão ʃuɾɐ̃w̃
vegetalismo vɨʒɨtɐliʒmu
cifrão sifɾɐ̃w̃
broa bɾoɐ
falante ˌbɐ̃j̃fɐlɐ̃tɨ
atril ɐtɾil
vegetalista vɨʒɨtɐliʃtɐ
descarrilamento dɨʃkɐʁilɐmẽtu
cenoira sɨnojɾɐ
copiador kupjɐdoɾ
cotão kutɐ̃w̃
condicionamento kõdisjunɐmẽtu
frízer fɾizɛɾ
danado dɐnadu
instrutor ĩʃtɾutoɾ
mangusto mɐ̃ɡuʃtu
escanção (i)ʃkɐ̃sɐ̃w̃
inimiga inimiɡɐ
cirurgiã siɾuɾʒjɐ̃
fraquinho fɾɐkiɲu
antibaquio ˌɐ̃tibɐkiu
antifeminismo ˌɐ̃tifɨminiʒmu
anticatólico ˌɐ̃tikɐtɔliku
anticoncepcional ˌɐ̃tikõsɨpsjunal
fruiteira fɾujtɐjɾɐ
aspeto ɐʃpɛtu
fonação funɐsɐ̃w̃
conceção kõsɛsɐ̃w̃
loiça lojsɐ
anglómanas ɐ̃ɡlɔmɐnɐʃ
anglófobas ɐ̃ɡlɔfubɐʃ
diretiva diɾɛtivɐ
aresta ɐɾɛʃtɐ
enguiço ẽɡisu
danada dɐnadɐ
argolas ɐɾɡɔlɐʃ
argolas ɐɾɡɔlɐʃ
oiro ojɾu
tatuador tɐtwɐdoɾ
champanha ʃɐ̃pɐɲɐ
agroecologia ˌaɡɾɔɛkuluʒiɐ
alforge alfɔɾʒɨ
plagiozinho ˌplaʒjuziɲu
instrutora ĩʃtɾutoɾɐ
toiro tojɾu
aclimação ɐklimɐsɐ̃w̃
véu vɛw
capucho kɐpuʃu
aceitabilidade ɐsɐjtɐbilidadɨ
alquímico alkimiku
abrasividade ɐbɾɐzividadɨ
danação dɐnɐsɐ̃w̃
pinho piɲu
androstanediol ɐ̃dɾuʃtɐnɨdjɔl
decisor dɨsizoɾ
dodó dɔdɔ
esmola (i)ʒmɔlɐ
fouce fo(w)sɨ
complacência kõplɐsẽsjɐ
desenhista dɨzɨɲiʃtɐ
casulo kɐzulu
desenhador dɨzɨɲɐdoɾ
estradeiro (i)ʃtɾɐdɐjɾu
exmo eʒmu
escalador (i)ʃkɐlɐdoɾ
estertor (i)ʃtɨɾtoɾ
expiração (i)ʃpiɾɐsɐ̃w̃
desrespeito dɨʒʁɨʃpɐjtu
morador muɾɐdoɾ
fulá fula
flarte flaɾtɨ
fancaria fɐ̃kɐɾiɐ
fracionamento fɾasjunɐmẽtu
gôndola ɡõdulɐ
fuxiqueiro fuʃikɐjɾu
garrafão ɡɐʁɐfɐ̃w̃
gorgorão ɡuɾɡuɾɐ̃w̃
grossura ɡɾusuɾɐ
sol ˌɡwaɾdɐsɔl
idealização idjɐlizɐsɐ̃w̃
garrafeira ɡɐʁɐfɐjɾɐ
garrafeira ɡɐʁɐfɐjɾɐ
livreiro livɾɐjɾu
flerte fleɾtɨ
lamparina lɐ̃pɐɾinɐ
coita kojtɐ
farrapo fɐʁapu
jangada ʒɐ̃ɡadɐ
cracudo kɾɐkudu
butre butɾɨ
bosquímano buʃkimɐnu
paraguaio pɐɾɐɡwaju
guipuscoano ɡipuʃkwɐnu
guipuscoano ɡipuʃkwɐnu
parisiense pɐɾizjẽsɨ
santomense sɐ̃tumẽsɨ
djibutiano d͡ʒibutjɐnu
tunisiano tunizjɐnu
elitismo ilitiʒmu
olhinho uʎiɲu
magreza mɐɡɾezɐ
paraquedas ˌpaɾɐkɛdɐʃ
mordidela muɾdidɛlɐ
aeromoça ɐˌɛɾɔmosɐ
cueca kwɛkɐ
nhandu ɲɐ̃du
pachorra pɐʃoʁɐ
subordem subɔɾdɐ̃j̃
pobrezinho ˌpɔbɾɨziɲu
picardo pikaɾdu
picardo pikaɾdu
rabugento ʁɐbuʒẽtu
dêixis dɐjksiʃ
pró pɾɔ
arrendador ɐʁẽdɐdoɾ
torcedura tuɾsɨduɾɐ
olhinhos ɔʎiɲuʃ
rocódromo ʁɔkɔdɾumu
arubano ɐɾubɐnu
embate ẽbatɨ
xeneize ʃɨnɐjzɨ
losângulo luzɐ̃ɡulu
capanga kɐpɐ̃ɡɐ
talante tɐlɐ̃tɨ
contragolpe ˌkõtɾɐɡɔlpɨ
panegírico pɐnɨʒiɾiku
patógeno pɐtɔʒɨnu
aberrometria ɐbɨʁumɨtɾiɐ
cosmódromo kɔʒmɔdɾumu
uigur ujɡuɾ
trapaça tɾɐpasɐ
optativo ɔptɐtivu
hemiciclo ɛmisiklu
multinacional multinɐsjunal
cismático siʒmatiku
largadinha lɐɾɡɐdiɲɐ
avalista ɐvɐliʃtɐ
pê pe
gauchismo ɡawʃiʒmu
gaúcho ɡɐuʃu
biociência ˌbiɔsjẽsjɐ
vestiário vɨʃtjaɾju
eosinófilo ɛɔzinɔfilu
pretinho pɾɨtiɲu
vovô vuvo
élfico ɛlfiku
acroparestesia ɐkɾupɐɾɨʃtɨziɐ
mórmon mɔɾmɔn
acromicria ɐkɾumikɾiɐ
vaivém ˌvajivɐ̃j̃
quentão kẽtɐ̃w̃
adorcismo ɐduɾsiʒmu
adrenarca ɐdɾɨnaɾkɐ
adenomegalia ɐˌdɛnɔmɨɡɐliɐ
jeje ʒɐ(j)ʒɨ
amaxofobia ɐmɐksufubiɐ
ampelografia ɐ̃pɨluɡɾɐfiɐ
visigotismo viziɡɔtiʒmu
antipodismo ɐ̃tipudiʒmu
reparador ʁɨpɐɾɐdoɾ
labiada lɐbjadɐ
benzodiazepina bẽzɔdjɐzɨpinɐ
redentor ʁɨdẽtoɾ
gaitista ɡajtiʃtɐ
guião ɡjɐ̃w̃
castigador kɐʃtiɡɐdoɾ
triturador tɾituɾɐdoɾ
vaivéns ˌvajivɐ̃j̃ʃ
traçado tɾɐsadu
diácono diakunu
cloremia kluɾɨmiɐ
patroa pɐtɾoɐ
coulrofobia ko(w)lʁɔfubiɐ
americanização ɐmɨɾikɐnizɐsɐ̃w̃
disortografia dizuɾtuɡɾɐfiɐ
elativo ilɐtivu
eutimia ewtimiɐ
roqueiro ʁukɐjɾu
roqueiro ʁukɐjɾu
metaleiro mɨtɐlɐjɾu
alzheimer alzajmɛɾ
hífenes ifɛnɨʃ
largueza lɐɾɡezɐ
maloca mɐlɔkɐ
lanceta lɐ̃setɐ
maçanilha mɐsɐniʎɐ
iaque iakɨ
chamarra ʃɐmaʁɐ
ludovicense luduvisẽsɨ
rajá ʁaʒa
lamarckismo lamaɾkiʒmu
zipe zipɨ
lalofobia lɐlɔfubiɐ
engenho ẽʒɐ(j)ɲu
tetraz tɨtɾaʃ
inhapa iɲapɐ
mobelha mubɐ(j)ʎɐ
ferreirinha fɨʁɐjɾiɲɐ
mergulhão mɨɾɡuʎɐ̃w̃
ombrofobia ˌõbɾɔfubiɐ
espermatozoide (i)ʃpɨɾmɐtuzɔjdɨ
escapatória (i)ʃkɐpɐtɔɾjɐ
empreendedor ẽpɾiẽdɨdoɾ
dígrafo diɡɾɐfu
periapside pɨɾjɐpsidɨ
esteticismo (i)ʃtɨtisiʒmu
robô ʁɨˌtɾatuʁubo
milorde milɔɾdɨ
tsunâmi tsunɐmi
fê fe
quilolitro ˌkilɔlitɾu
tsunâmis tsunɐmiʃ
tabua tɐbuɐ
taboa tɐboɐ
armênia ɐɾmenjɐ
judiaria ʒudjɐɾiɐ
butiá butia
papoila pɐpojlɐ
brasilidade bɾɐzilidadɨ
francesidade fɾɐ̃sɨzidadɨ
velha ˌaɾkudɐvɛʎɐ
sacha saʃɐ
velha aɾku dɐ vɛʎɐ
vivíparo vivipɐɾu
seropositivo ˌsɛɾɔpuzitivu
filarmónica filaɾmɔnikɐ
americanizamento ɐmɨɾikɐnizɐmẽtu
cipozal sipuzal
cipòzinho siˌpɔziɲu
imbé siˌpɔĩbɛ
cipozão siˌpɔzɐ̃w̃
bambi bɐ̃bi
jiboia siˌpɔʒibɔjɐ
cipozinho siˌpɔziɲu
cipoama sipwɐmɐ
cipoal sipwal
pinque pĩkɨ
infeção ĩfɛsɐ̃w̃
colorau kuluɾaw
cobra siˌpɔdɨkɔbɾɐ
sebastianismo sɨbɐʃtjɐniʒmu
disparador diʃpɐɾɐdoɾ
calão kɐlɐ̃w̃
calão kɐlɐ̃w̃
calão kɐlɐ̃w̃
calão kɐlɐ̃w̃
calão kɐlɐ̃w̃
calão kɐlɐ̃w̃
afrancesado ɐfɾɐ̃sɨzadu
vidar vidaɾ
toirada tojɾadɐ
tourada to(w)ɾadɐ
estorninho (i)ʃtuɾniɲu
armamentista ɐɾmɐmẽtiʃtɐ
vilhancico viʎɐ̃siku
visigodo viziɡodu
Natal kɐ̃sɐ̃w̃ dɨ nɐtal
vilancico vilɐ̃siku
cântico kɐ̃tiku
abondança ɐbõdɐ̃sɐ
avondança ɐvõdɐ̃sɐ
presépio pɾɨzɛpju
antifonário ɐ̃tifunaɾju
goiano ɡojɐnu
maranhense mɐɾɐɲẽsɨ
paraense pɐɾɐẽsɨ
alagoano ɐlɐɡwɐnu
acriano ɐkɾiɐnu
cearense sjɐɾẽsɨ
paranaense pɐɾɐnɐẽsɨ
grossense ˌmatuɡɾusẽsɨ
supermodelo ˌsupɛɾmudelu
rebocador ʁɨbukɐdoɾ
soalho swaʎu
batucada bɐtukadɐ
setimanista sɨtimɐniʃtɐ
baqueta bɐketɐ
roseira ʁuzɐjɾɐ
microrregião ˌmikɾɔʁɨʒjɐ̃w̃
archote ɐɾʃɔtɨ
taxímetros tɐksimɨtɾuʃ
taxímetro tɐksimɨtɾu
florentino fluɾẽtinu
dilúvio diluvju
madrepérola ˌmadɾɨpɛɾulɐ
pachuli paʃuli
gaxeta ɡɐʃetɐ
grisu ɡɾizu
patchuli pat͡ʃuli
carapaça kɐɾɐpasɐ
motosserra mɔtɔsɛʁɐ
LIBRAS libɾɐʃ
penacho pɨnaʃu
taxidermia tɐksidɨɾmiɐ
Pinóquio pinɔkju
burguer ʃiʒ buɾɡɛɾ
Julieta ʁumew i ʒuljetɐ
maranhenses mɐɾɐɲẽsɨʃ
abetarda ɐbɨtaɾdɐ
abacote ɐbɐkɔtɨ
abelhão ɐbɨʎɐ̃w̃
acepção ɐsɛpsɐ̃w̃
abiogénese ɐbiɔʒɛnɨzɨ
abdutor ɐbdutoɾ
abraquia ɐbɾɐkiɐ
abotoadura ɐbutwɐduɾɐ
abantesma ɐbɐ̃teʒmɐ
abrunho ɐbɾuɲu
abissínio ɐbisinju
aborígine ɐbuɾiʒinɨ
fusco ɐˌbutɾɨfuʃku
pedreira ɐbɐ(j)ʎɐ pɨdɾɐjɾɐ
abelheiro ɐbɨʎɐjɾu
abecedário absdaɾju
abetouro ɐbɨto(w)ɾu
abreviação ɐbɾɨvjɐsɐ̃w̃
menina ɐˌbɔbuɾɐmɨninɐ
pará ɐbɾiˌkɔdupɐɾa
rainha ɐbɐ(j)ʎɐ ʁɐiɲɐ
barbudo ɐˌbutɾɨbɐɾbudu
bólido bɔlidu
acadiano ɐkɐdjɐnu
abígeo ɐbiʒju
abobrinha ɐbɔbɾiɲɐ
prestidigitador pɾɨʃtidiʒitɐdoɾ
prestidigitadora pɾɨʃtidiʒitɐdoɾɐ
reboco ʁɨboku
sexual ɐbuzu sɛkswal
prestidigitadoras pɾɨʃtidiʒitɐdoɾɐʃ
prestidigitadores pɾɨʃtidiʒitɐdoɾɨʃ
educadora idukɐdoɾɐ
soltura soltuɾɐ
absentismo ɐbsẽtiʒmu
manchega mɐ̃ʃeɡɐ
muriqui muɾiki
gê ʒe
zê ze
gês ʒeʃ
zês zeʃ
agá ɐɡa
agá ɐɡa
cega ˌkabɾɐsɛɡɐ
encarnação ẽkɐɾnɐsɐ̃w̃
acrimónia ɐkɾimɔnjɐ
afídeo ɐfidju
afinação ɐfinɐsɐ̃w̃
aiatolá ajɐtula
alfarva alfaɾvɐ
aguilhão ɐɡiʎɐ̃w̃
acomodação ɐkumudɐsɐ̃w̃
promotoras pɾumutoɾɐʃ
almuadem almwadɐ̃j̃
albufeira albufɐjɾɐ
acinte ɐsĩtɨ
alcáçar alkasɐɾ
acrilamida ɐkɾilɐmidɐ
adultério ɐdultɛɾju
aglomeração ɐɡlumɨɾɐsɐ̃w̃
adulteração ɐdultɨɾɐsɐ̃w̃
alforba alfoɾbɐ
acádio ɐkadju
acúleo ɐkulju
agremiação ɐɡɾɨmjɐsɐ̃w̃
adequabilidade ɐdɨkwɐbilidadɨ
promotora pɾumutoɾɐ
acionista asjuniʃtɐ
aerofólio ɐˌɛɾɔfɔlju
algazarra alɡɐzaʁɐ
alfeneiro alfɨnɐjɾu
alvura alvuɾɐ
alvéloa alvɛlwɐ
alfacinha alfɐsiɲɐ
alcaçuz alkɐsuʃ
padrão ɐdiˌsɐ̃w̃pɐdɾɐ̃w̃
afélio ɐfɛlju
alomorfia ɐlumuɾfiɐ
almofariz almufɐɾiʃ
aconchego ɐkõʃeɡu
afegane ɐfɨɡɐnɨ
afegane ɐfɨɡɐnɨ
adivinhação ɐdiviɲɐsɐ̃w̃
almíscar almiʃkaɾ
almirantado almiɾɐ̃tadu
mar ɐˌlɐ̃j̃maɾ
mar ˌaltumaɾ
túmulo ɐˌlɐ̃j̃tumulu
admonição ɐdmunisɐ̃w̃
aeroespaço ɐˌɛɾɔ(i)ʃpasu
acólito ɐkɔlitu
agridoce ˌaɡɾidosɨ
agridoce ˌaɡɾidosɨ
alfazema alfɐzemɐ
algeriano alʒɨɾjɐnu
angorá ɐ̃ɡuɾa
doce alɡuˌdɐ̃w̃dosɨ
agueiro ɐɡwɐjɾu
falante ˌaltufɐlɐ̃tɨ
anhara ɐɲaɾɐ
alpiste alpiʃtɨ
advecção ɐdvɛksɐ̃w̃
amásia ɐmazjɐ
amenidade ɐmɨnidadɨ
alcoólatra alkwɔlɐtɾɐ
alcaravia alkɐɾɐviɐ
anacruse ɐnɐkɾuzɨ
ameríndio ɐmɨɾĩdju
anestro ɐnɛʃtɾu
ancianidade ɐ̃sjɐnidadɨ
amentilho ɐmẽtiʎu
cozinha altɐ kuziɲɐ
amaciante ɐmɐsjɐ̃tɨ
ancoradouro ɐ̃kuɾɐdo(w)ɾu
