abdominales aβ̞ð̞ominales
adversarias að̞β̞eɾsaɾjas
sodio kloˌɾuɾo ð̞e soð̞jo
poblada poβ̞lað̞a
chingona t͡ʃĩŋɡona
dominicos d̪ominikos
dominicas d̪ominikas
dominico d̪ominiko
hidroplano ið̞ɾoplano
antihéroe ãn̪t̪jeɾoe
antiheroína ãn̪t̪jeɾoina
captivo kaβ̞t̪iβ̞o
muñón muɲõn
aranés aɾanes
aranés aɾanes
tonel t̪onel
joyel xoʝel
pavón paβ̞õn
cabildera kaβ̞il̪d̪eɾa
verborrea beɾβ̞orea
cuneiformes kunei̯foɾmes
aspiradas aspiɾað̞as
aspirada aspiɾað̞a
trajebaño t̪ɾaxeβ̞aɲo
malagueño malaɣ̞eɲo
papaíto papait̪o
jipa xipa
yela ɟ͡ʝela
guión ɡjõn
cuórum kwoɾũm
sapito sapit̪o
mascarada maskaɾað̞a
autocrítica au̯t̪okɾit̪ika
arequipe aɾekipe
rigués riɣ̞es
malcriado malkɾjað̞o
cabria kaβ̞ɾja
guardés ɡwaɾð̞es
escoto eskot̪o
tocaria t̪okaɾja
comparativos kõmpaɾat̪iβ̞os
ofi ofi
yayo ɟ͡ʝaʝo
clerico kleɾiko
trena t̪ɾena
frutero fɾut̪eɾo
bramido bɾamið̞o
rastras rast̪ɾas
pallar paʝaɾ
pajar paxaɾ
yeyo ɟ͡ʝeʝo
guamil ɡwamil
incautos ĩŋkau̯t̪os
costillar kost̪iʝaɾ
sastrería sast̪ɾeɾia
antónimas ãn̪t̪onimas
antónima ãn̪t̪onima
meridianos meɾið̞janos
pandero pãn̪d̪eɾo
pedagogas peð̞aɣ̞oɣ̞as
pedagogos peð̞aɣ̞oɣ̞os
farmacoterapia faɾmakot̪eɾapja
pedagoga peð̞aɣ̞oɣ̞a
perfidias peɾfið̞jas
fierro fjero
locutor lokut̪oɾ
varga baɾɣ̞a
colinabo kolinaβ̞o
rati rat̪i
jurel xuɾel
serrano xaˌmõn serano
chupito t͡ʃupit̪o
empanadilla ẽmpanað̞iʝa
albacora alβ̞akoɾa
chopito t͡ʃopit̪o
varos baɾos
balompié balõmpje
evasión eβ̞asjõn
huila w̝ila
huila w̝ila
tuto t̪ut̪o
esterlinas est̪eɾlinas
elfa elfa
puterío put̪eɾio
prostíbulo pɾost̪iβ̞ulo
aserto aseɾt̪o
mutis mut̪is
publicano puβ̞likano
apartados apaɾt̪að̞os
catán kat̪ãn
bajío baxio
puercoespín pweɾkoespĩn
aletas alet̪as
borrados borað̞os
confirmante kõɱfiɾmãn̪t̪e
húmeros umeɾos
ideograma ið̞eoɣ̞ɾama
imitadora imit̪að̞oɾa
entrometido ẽn̪t̪ɾomet̪ið̞o
purgantes puɾɣ̞ãn̪t̪es
imitador imit̪að̞oɾ
choros t͡ʃoɾos
montura mõn̪t̪uɾa
alguereses alɣ̞eɾeses
algueresa alɣ̞eɾesa
fulgor fulɣ̞oɾ
interrogantes ĩn̪t̪eroɣ̞ãn̪t̪es
abajeña aβ̞axeɲa
absolutistas aβ̞solut̪ist̪as
acomodados akomoð̞að̞os
acomodadas akomoð̞að̞as
faenero faeneɾo
ingratos ĩŋɡɾat̪os
ingratas ĩŋɡɾat̪as
mistos mist̪os
acomodada akomoð̞að̞a
socorros sokoros
búnker bũŋkeɾ
sisas sisas
ómnibus õmniβ̞us
honestidades onest̪ið̞að̞es
recogidas rekoxið̞as
recogida rekoxið̞a
fornicarios foɾnikaɾjos
fornicario foɾnikaɾjo
Tamagotchi t̪amaɣ̞ot͡ʃi
progenitores pɾoxenit̪oɾes
fornicaria foɾnikaɾja
fornicarias foɾnikaɾjas
ababa aβ̞aβ̞a
tarja t̪aɾxa
insumo ĩnsumo
sultanato sul̪t̪anat̪o
fatalista fat̪alist̪a
humanos d̪eˌɾet͡ʃos umanos
abulense aβ̞ulẽnse
pitufo pit̪ufo
bagaje baɣ̞axe
tejar t̪exaɾ
pulmonía pulmonia
levedad leβ̞eð̞að̞
chancro t͡ʃãŋkɾo
báscula baskula
disensión d̪isẽnsjõn
analogía analoxia
regalón reɣ̞alõn
fanfarronadas fãɱfaronað̞as
fanfarronería fãɱfaroneɾia
fanfarronada fãɱfaronað̞a
altanería al̪t̪aneɾia
signatura siɣ̞nat̪uɾa
pirómano piɾomano
tabulador t̪aβ̞ulað̞oɾ
curtidora kuɾt̪ið̞oɾa
curtiduría kuɾt̪ið̞uɾia
tenería t̪eneɾia
berrinche berĩnʲt͡ʃe
tacleada t̪akleað̞a
tachuela t̪at͡ʃwela
chicloso t͡ʃikloso
tafeta t̪afet̪a
tabú t̪aβ̞u
desánimo d̪esanimo
tabernáculo t̪aβ̞eɾnakulo
domador d̪omað̞oɾ
galimatías ɡalimat̪ias
arrendajo arẽn̪d̪axo
cubil kuβ̞il
pitufa pit̪ufa
foque foke
tarraconense t̪arakonẽnse
apotegma apot̪eɣ̞ma
botellón bot̪eʝõn
llar ɟ͡ʝaɾ
raspadura raspað̞uɾa
abulón aβ̞ulõn
abusador aβ̞usað̞oɾ
acompañamiento akõmpaɲamjẽn̪t̪o
hospedaje ospeð̞axe
cúspide kuspið̞e
serratos serat̪os
cuenco kwẽŋko
fiscalismo fiskalizmo
dragados d̪ɾaɣ̞að̞os
dragado d̪ɾaɣ̞að̞o
aditivo að̞it̪iβ̞o
floricultura floɾikul̪t̪uɾa
toxicómano t̪oɣ̞sikomano
aguilera aɣ̞ileɾa
amorío amoɾio
affidávit afið̞aβ̞it̪
advenimiento að̞β̞enimjẽn̪t̪o
auditora au̯ð̞it̪oɾa
alca alka
adaptador að̞aβ̞t̪að̞oɾ
acupuntura akupũn̪t̪uɾa
afiliada afiljað̞a
autómata au̯t̪omat̪a
vengadora bẽŋɡað̞oɾa
vengador bẽŋɡað̞oɾ
tasador t̪asað̞oɾ
tasadora t̪asað̞oɾa
adefesio að̞efesjo
atolón at̪olõn
gafapasta ɡafapast̪a
culeadas kuleað̞as
culeada kuleað̞a
agitadora axit̪að̞oɾa
agitador axit̪að̞oɾ
fucsina fuɣ̞sina
epicrisis epikɾisis
aeródromo aeɾoð̞ɾomo
astronáutica ast̪ɾonau̯t̪ika
rematador remat̪að̞oɾ
buhardilla bwaɾð̞iʝa
subastador suβ̞ast̪að̞oɾ
aurícula au̯ɾikula
alineamiento alineamjẽn̪t̪o
apego apeɣ̞o
alegoría aleɣ̞oɾia
álcali alkali
idilio ið̞iljo
alternador al̪t̪eɾnað̞oɾ
altercado al̪t̪eɾkað̞o
anclaje ãŋklaxe
amoniaco amonjako
psicoanálisis sikoanalisis
amatista amat̪ist̪a
colirrábano koliraβ̞ano
amoníaco amoniako
metafísicos met̪afisikos
flegma fleɣ̞ma
amplificador ãmplifikað̞oɾ
anémona anemona
animadversión animað̞β̞eɾsjõn
anestésico anest̪esiko
franquismo fɾãŋkizmo
aguijada aɣ̞ixað̞a
amigabilidad amiɣ̞aβ̞ilið̞að̞
anualidad anwalið̞að̞
baluarte balwaɾt̪e
anticuario ãn̪t̪ikwaɾjo
antipatía ãn̪t̪ipat̪ia
consistorio kõnsist̪oɾjo
vespertinos bespeɾt̪inos
áfido afið̞o
idoneidad ið̞onei̯ð̞að̞
agitadoras axit̪að̞oɾas
aguileras aɣ̞ileɾas
agitadores axit̪að̞oɾes
altercados al̪t̪eɾkað̞os
afiliadas afiljað̞as
cáustica kau̯st̪ika
afrodisíaco afɾoð̞isiako
boticario bot̪ikaɾjo
aprensión apɾẽnsjõn
apoplejía apoplexia
aplicabilidad aplikaβ̞ilið̞að̞
aeródromos aeɾoð̞ɾomos
árbitra aɾβ̞it̪ɾa
apóstol apost̪ol
apóstata apost̪at̪a
cremallera kɾemaʝeɾa
apostolado apost̪olað̞o
antífona ãn̪t̪ifona
yoyó ɟ͡ʝoʝo
hilados ilað̞os
decanos d̪ekanos
sís sis
chapopote t͡ʃapopot̪e
indigentes ĩn̪d̪ixẽn̪t̪es
cuina kwina
plinto plĩn̪t̪o
artiga aɾt̪iɣ̞a
testeo t̪est̪eo
prostitutos pɾost̪it̪ut̪os
costurera kost̪uɾeɾa
panfleto pãɱflet̪o
sicofante sikofãn̪t̪e
cuadrado kiˌlomet̪ɾo kwað̞ɾað̞o
amates amat̪es
chusta t͡ʃust̪a
astringentes ast̪ɾĩŋxẽn̪t̪es
egagrópila eɣ̞aɣ̞ɾopila
bividí biβ̞ið̞i
homeopatía omeopat̪ia
geómetra xeomet̪ɾa
latero lat̪eɾo
acumulador akumulað̞oɾ
atrevimiento at̪ɾeβ̞imjẽn̪t̪o
gametofito ɡamet̪ofit̪o
combatiente kõmbat̪jẽn̪t̪e
combatiente kõmbat̪jẽn̪t̪e
tontina t̪õn̪t̪ina
malparido malpaɾið̞o
mástil mast̪il
pasajera pasaxeɾa
guillotina ɡiʝot̪ina
exequias eɣ̞sekjas
trecho t̪ɾet͡ʃo
balística balist̪ika
hipócritas ipokɾit̪as
huerto w̝eɾt̪o
inclusas ĩŋklusas
rollista roʝist̪a
intercolumnio ĩn̪t̪eɾkolũmnjo
insomnes ĩnsõmnes
inframundo ĩɱfɾamũn̪d̪o
inspirador ĩnspiɾað̞oɾ
hampa ãmpa
pelito pelit̪o
libia liβ̞ja
ario aɾjo
solitud solit̪uð̞
magisterio maxist̪eɾjo
mingas mĩŋɡas
nonagenarios nonaxenaɾjos
nonagenarias nonaxenaɾjas
nonagenario nonaxenaɾjo
nonagenaria nonaxenaɾja
novillo noβ̞iʝo
octogenarios oɣ̞t̪oxenaɾjos
octogenario oɣ̞t̪oxenaɾjo
peculio pekuljo
reclusos reklusos
reclusas reklusas
tipografía t̪ipoɣ̞ɾafia
sayas saʝas
malhechores malet͡ʃoɾes
malhechor malet͡ʃoɾ
guaje ɡwaxe
chancletas t͡ʃãŋklet̪as
baranda baɾãn̪d̪a
chancleta t͡ʃãŋklet̪a
chancleta t͡ʃãŋklet̪a
rigua riɣ̞wa
tendera t̪ẽn̪d̪eɾa
paleto palet̪o
equinos ekinos
eruditas eɾuð̞it̪as
eruditos eɾuð̞it̪os
sapera sapeɾa
melio meljo
amador amað̞oɾ
gaullista ɡau̯ʝist̪a
lapidarios lapið̞aɾjos
lapidarias lapið̞aɾjas
bocha bot͡ʃa
bocha bot͡ʃa
bocha bot͡ʃa
samia samja
lonja lõŋxa
lonja lõŋxa
relampagueo relãmpaɣ̞eo
enroques ẽnrokes
chasco t͡ʃasko
christiano kɾist̪jano
tejados t̪exað̞os
perreo pereo
corrompidos korõmpið̞os
corrompidas korõmpið̞as
recuadro rekwað̞ɾo
corrompida korõmpið̞a
corrompido korõmpið̞o
exoesqueleto eɣ̞soeskelet̪o
trinitarias t̪ɾinit̪aɾjas
trinitarios t̪ɾinit̪aɾjos
pechuga pet͡ʃuɣ̞a
retracto ret̪ɾaɣ̞t̪o
radfem rað̞fẽm
aqueos akeos
aqueas akeas
aqueo akeo
aquea akea
flexura fleɣ̞suɾa
alholva alolβ̞a
fenogreco fenoɣ̞ɾeko
hisopillo isopiʝo
colorantes koloɾãn̪t̪es
perifolio peɾifoljo
perifollo peɾifoʝo
almohadón almoað̞õn
tallador t̪aʝað̞oɾ
contractura kõn̪t̪ɾaɣ̞t̪uɾa
corrosiones korosjones
discrimen d̪iskɾimẽn
embole ẽmbole
planilla planiʝa
literatos lit̪eɾat̪os
literatas lit̪eɾat̪as
literata lit̪eɾat̪a
colector koleɣ̞t̪oɾ
opiato opjat̪o
probatura pɾoβ̞at̪uɾa
basquetbol baskeð̞β̞ol
segur seɣ̞uɾ
postulador post̪ulað̞oɾ
mejoría mexoɾia
chapines t͡ʃapines
indecoro ĩn̪d̪ekoɾo
cartelera kaɾt̪eleɾa
chairo t͡ʃai̯ɾo
chairo t͡ʃai̯ɾo
memorando memoɾãn̪d̪o
quina kina
quina kina
crowdfunding kɾau̯ð̞fãn̪d̪ĩn
chapeo t͡ʃapeo
adquirente að̞kiɾẽn̪t̪e
guaraná ɡwaɾana
globalista ɡloβ̞alist̪a
talkie ˌwoki t̪oki
muestrario mwest̪ɾaɾjo
SST eseeset̪e
puya puʝa
chupetón t͡ʃupet̪õn
parador paɾað̞oɾ
chupón t͡ʃupõn
perihelio ˌpeɾjeljo
mojarra moxara
kufiya kufiʝa
hitlerismo xit̪leɾizmo
imagismo imaxizmo
bachatero bat͡ʃat̪eɾo
gobernadoras ɡoβ̞eɾnað̞oɾas
cocalero kokaleɾo
charanga t͡ʃaɾãŋɡa
predador pɾeð̞að̞oɾ
innatismo ĩnnat̪izmo
inquilinato ĩŋkilinat̪o
yokai ɟ͡ʝokai̯
aguinaldo aɣ̞inal̪d̪o
palenque palẽŋke
interino ĩn̪t̪eɾino
irenismo iɾenizmo
ipecacuana ipekakwana
loncha lõnʲt͡ʃa
irredentista ireð̞ẽn̪t̪ist̪a
islamita islamit̪a
brigadista bɾiɣ̞að̞ist̪a
poseedor poseeð̞oɾ
alimaña alimaɲa
rutinas rut̪inas
filósofas filosofas
rectitud reɣ̞t̪it̪uð̞
filósofos filosofos
rescatador reskat̪að̞oɾ
bastonada bast̪onað̞a
butiro but̪iɾo
obertura oβ̞eɾt̪uɾa
enseres ẽnseɾes
legalismo leɣ̞alizmo
lenitivo lenit̪iβ̞o
chita t͡ʃit̪a
gustito ɡust̪it̪o
pasito pasit̪o
pasita pasit̪a
pasote pasot̪e
promesante pɾomesãn̪t̪e
pasota pasot̪a
plantita plãn̪t̪it̪a
pasante pasãn̪t̪e
grupero ɡɾupeɾo
materialistas mat̪eɾjalist̪as
guitarristas ɡit̪arist̪as
coworking kowoɾkĩn
frevo fɾeβ̞o
oyamel oʝamel
catacumbas kat̪akũmbas
oftalmóloga oft̪almoloɣ̞a
rabí raβ̞i
poligloto poliɣ̞lot̪o
lepidio lepið̞jo
lesena lesena
lesbio lezβ̞jo
bacopa bakopa
alfalfar alfalfaɾ
pesito pesit̪o
fundita fũn̪d̪it̪a
barita baɾit̪a
manchego mãnʲt͡ʃeɣ̞o
iluminante iluminãn̪t̪e
melancolía melãŋkolia
nihilismo niilizmo
pestos pest̪os
bufido bufið̞o
bujo buxo
suerte ˌmala sweɾt̪e
tiquismiquis t̪ikizmikis
serrería sereɾia
bonete bonet̪e
pistacho pist̪at͡ʃo
mejo mexo
lacho lat͡ʃo
figuranta fiɣ̞uɾãn̪t̪a
figurita fiɣ̞uɾit̪a
show reˌalit̪i ʃou̯
jaqueta xaket̪a
locutorio lokut̪oɾjo
cometidos komet̪ið̞os
nonada nonað̞a
vitoria bit̪oɾja
otorrinolaringólogo ot̪orinolaɾĩŋɡoloɣ̞o
colihue koliwe
burócrata buɾokɾat̪a
habladuría aβ̞lað̞uɾia
granuja ɡɾanuxa
granuja ɡɾanuxa
misionario misjonaɾjo
chorrada t͡ʃorað̞a
coqueta koket̪a
escandinavos eskãn̪d̪inaβ̞os
escandinavas eskãn̪d̪inaβ̞as
medidor með̞ið̞oɾ
miel aˌβ̞exa ð̞e mjel
albañila aˌβ̞exa alβ̞aɲila
machiega aˌβ̞exa mat͡ʃjeɣ̞a
reina aˌβ̞exa rei̯na
obrera aˌβ̞exa oβ̞ɾeɾa
neutra aˌβ̞exa neu̯t̪ɾa
carpintera aˌβ̞exa kaɾpĩn̪t̪eɾa
maesa aˌβ̞exa maesa
maeso maeso
maestra aˌβ̞exa maest̪ɾa
propi pɾopi
horado oɾað̞o
cucurucho kukuɾut͡ʃo
arpegio aɾpexjo
hórreo oreo
flaites flai̯t̪es
quiltro kil̪t̪ɾo
acreedora akɾeeð̞oɾa
sátiro sat̪iɾo
chuchería t͡ʃut͡ʃeɾia
malcriados malkɾjað̞os
cabidas kaβ̞ið̞as
malcriadas malkɾjað̞as
malcriada malkɾjað̞a
capitalistas kapit̪alist̪as
cabida kaβ̞ið̞a
malabares malaβ̞aɾes
rompehielos rõmpejelos
puntapié pũn̪t̪apje
serbio seɾβ̞jo
serbio seɾβ̞jo
legitimidad lexit̪imið̞að̞
practicante pɾaɣ̞t̪ikãn̪t̪e
naturalidad nat̪uɾalið̞að̞
libertinismo liβ̞eɾt̪inizmo
cuico kwiko
licopodio likopoð̞jo
pastón past̪õn
pastelillo past̪eliʝo
liniera linjeɾa
motoneta mot̪onet̪a
libertinaje liβ̞eɾt̪inaxe
arquería aɾkeɾia
madrigalista mað̞ɾiɣ̞alist̪a
luteranismo lut̪eɾanizmo
palentino palẽn̪t̪ino
santanderino sãn̪t̪ãn̪d̪eɾino
segoviano seɣ̞oβ̞jano
desvergue d̪ezβ̞eɾɣ̞e
maco mako
pamplonés pãmplones
pontevedrés põn̪t̪eβ̞eð̞ɾes
mandeo mãn̪d̪eo
perplejidad peɾplexið̞að̞
archibebe aɾt͡ʃiβ̞eβ̞e
ranchería rãnʲt͡ʃeɾia
sugestión suxest̪jõn
cachaco kat͡ʃako
tremedal t̪ɾemeð̞al
desencuentro d̪esẽŋkwẽn̪t̪ɾo
gaditano ɡað̞it̪ano
pinole pinole
bandurria bãn̪d̪urja
caridades kaɾið̞að̞es
huida uið̞a
completada kõmplet̪að̞a
completadas kõmplet̪að̞as
lehendakari leẽn̪d̪akaɾi
provocador pɾoβ̞okað̞oɾ
culebrón kuleβ̞ɾõn
melatonina melat̪onina
matriarca mat̪ɾjaɾka
abandonos aβ̞ãn̪d̪onos
cuncuna kũŋkuna
memorialista memoɾjalist̪a
mercantilista meɾkãn̪t̪ilist̪a
veganismo beɣ̞anizmo
sondita sõn̪d̪it̪a
cuncunas kũŋkunas
guatón ɡwat̪õn
güira ɡwiɾa
güira ɡwiɾa
troja t̪ɾoxa
guarén ɡwaɾẽn
troj t̪ɾox
panarra panara
monema monema
monetarismo monet̪aɾizmo
monitorio monit̪oɾjo
fogosidad foɣ̞osið̞að̞
moravo moɾaβ̞o
hervor eɾβ̞oɾ
mogol moɣ̞ol
donaire d̪onai̯ɾe
narcotest naɾkot̪est̪
nativista nat̪iβ̞ist̪a
nautilo nau̯t̪ilo
aseguradora aseɣ̞uɾað̞oɾa
apósito aposit̪o
negativismo neɣ̞at̪iβ̞izmo
mamuts mamut̪s
neutrofilia neu̯t̪ɾofilja
nepe nepe
apógrafo apoɣ̞ɾafo
coser ˌmakina ð̞e koseɾ
hueva w̝eβ̞a
mexiqueño mexikeɲo
nonio nonjo
nominalista nominalist̪a
ajolote axolot̪e
panteón pãn̪t̪eõn
ordinariato oɾð̞inaɾjat̪o
orfismo oɾfizmo
ondina õn̪d̪ina
orientalismo oɾjẽn̪t̪alizmo
oratoriano oɾat̪oɾjano
operista opeɾist̪a
ontologismo õn̪t̪oloxizmo
ontologista õn̪t̪oloxist̪a
solterón sol̪t̪eɾõn
solterona sol̪t̪eɾona
sabelotodos saβ̞elot̪oð̞os
volantín bolãn̪t̪ĩn
palmirena palmiɾena
palmireno palmiɾeno
raite rai̯t̪e
papista papist̪a
flojera floxeɾa
angelote ãŋxelot̪e
mostacho most̪at͡ʃo
bauprés bau̯pɾes
radionovela rað̞jonoβ̞ela
invernáculo ĩmbeɾnakulo
pediluvio peð̞iluβ̞jo
pelagiano pelaxjano
pistachero pist̪at͡ʃeɾo
michelada mit͡ʃelað̞a
raco rako
museógrafo museoɣ̞ɾafo
museografía museoɣ̞ɾafia
museología museoloxia
púas aˌlãmbɾe ð̞e puas
piorrea pjorea
quequito kekit̪o
pirronismo pironizmo
estrofa est̪ɾofa
queque keke
endivia ẽn̪d̪iβ̞ja
endibia ẽn̪d̪iβ̞ja
pirotecnia piɾot̪eɣ̞nja
pollino poʝino
videoblog bið̞eoβ̞loɣ̞
culiados kuljað̞os
ánfora ãɱfoɾa
arquitrabe aɾkit̪ɾaβ̞e
plastrón plast̪ɾõn
arquitrabes aɾkit̪ɾaβ̞es
esvástica ezβ̞ast̪ika
camélido kamelið̞o
ñefle ɲefle
sacramentos sakɾamẽn̪t̪os
propileo pɾopileo
tabaquera t̪aβ̞akeɾa
tabaquera t̪aβ̞akeɾa
guaperas ɡwapeɾas
popurrí popuri
corcovas koɾkoβ̞as
corcova koɾkoβ̞a
rapsodista raβ̞soð̞ist̪a
harén aɾẽn
tinto ˌbino t̪ĩn̪t̪o
golpeador ɡolpeað̞oɾ
cosquilla koskiʝa
regalista reɣ̞alist̪a
sinfín sĩɱfĩn
batalla ˌkãmpo ð̞e β̞at̪aʝa
torturador t̪oɾt̪uɾað̞oɾ
giba xiβ̞a
rigorismo riɣ̞oɾizmo
cuestionario kwest̪jonaɾjo
electorado eleɣ̞t̪oɾað̞o
empeoramiento ẽmpeoɾamjẽn̪t̪o
clínicos klinikos
londinense lõn̪d̪inẽnse
brasilero bɾasileɾo
subidas suβ̞ið̞as
almendrado almẽn̪d̪ɾað̞o
penalti penal̪t̪i
maranta maɾãn̪t̪a
retiros ret̪iɾos
hunas unas
alabardero alaβ̞aɾð̞eɾo
panelista panelist̪a
huna una
cornisa koɾnisa
hunos unos
artejo aɾt̪exo
interviú ĩn̪t̪eɾβ̞ju
suástica swast̪ika
eslavo eslaβ̞o
eslavo eslaβ̞o
huno uno
sacristán sakɾist̪ãn
frita ˌpapa fɾit̪a
cofrade kofɾað̞e
papados papað̞os
breakcore bɾei̯ɣ̞koɾ
unísono unisono
papado papað̞o
roano roano
empedrados ẽmpeð̞ɾað̞os
empedrado ẽmpeð̞ɾað̞o
barbado baɾβ̞að̞o
afiliados afiljað̞os
grandor ɡɾãn̪d̪oɾ
troca t̪ɾoka
rutena rut̪ena
ruteno rut̪eno
sexual aˌkoso seɣ̞swal
cumpleañera kũmpleaɲeɾa
cumpleañero kũmpleaɲeɾo
kril kɾil
oleadas oleað̞as
toledano t̪oleð̞ano
santería sãn̪t̪eɾia
safena safena
cursilería kuɾsileɾia
luneta lunet̪a
exclusión eɣ̞sklusjõn
arcoíris aɾkoiɾis
santimonia sãn̪t̪imonja
lichi lit͡ʃi
xoloitzcuintle ʃoloi̯t̪θkwĩn̪t̪le
jamaica ˌaɣ̞wa ð̞e xamai̯ka
premonitor pɾemonit̪oɾ
hieroglífico ɟ͡ʝeɾoɣ̞lifiko
falisco falisko
tacuache t̪akwat͡ʃe
coreografía koɾeoɣ̞ɾafia
neutralidad neu̯t̪ɾalið̞að̞
colestasis kolest̪asis
acritud akɾit̪uð̞
acollador akoʝað̞oɾ
marimacho maɾimat͡ʃo
rompope rõmpope
pedernales peð̞eɾnales
horados oɾað̞os
pósito posit̪o
panteonero pãn̪t̪eoneɾo
curruca kuruka
malvavisco malβ̞aβ̞isko
choripán t͡ʃoɾipãn
mahometano maomet̪ano
confite kõɱfit̪e
borrón borõn
jarpa ˌbaros xaɾpa
básquet basket̪
sepulturero sepul̪t̪uɾeɾo
luco ˌbaros luko
chiquero t͡ʃikeɾo
cardonal kaɾð̞onal
síndico sĩn̪d̪iko
chunchurria t͡ʃũnʲt͡ʃurja
chunchullo t͡ʃũnʲt͡ʃuʝo
altibajos al̪t̪iβ̞axos
trampolín t̪ɾãmpolĩn
endocrinología ẽn̪d̪okɾinoloxia
picha pit͡ʃa
mancomunidad mãŋkomunið̞að̞
camada kamað̞a
maquinador makinað̞oɾ
maquinista makinist̪a
maquinistas makinist̪as
negrura neɣ̞ɾuɾa
jara xaɾa
frescor fɾeskoɾ
ñengo ɲẽŋɡo
ñango ɲãŋɡo
hiniesta injest̪a
piñón piɲõn
piñón piɲõn
piñón piɲõn
campiña kãmpiɲa
liña liɲa
propensión pɾopẽnsjõn
natío nat̪io
vascohablante baskoaβ̞lãn̪t̪e
mensualidad mẽnswalið̞að̞
kikimora kikimoɾa
segures seɣ̞uɾes
alboradas alβ̞oɾað̞as
alborada alβ̞oɾað̞a
secuoya sekwoʝa
exorno eɣ̞soɾno
demonial d̪emonjal
peje pexe
candados kãn̪d̪að̞os
oolito oolit̪o
pichel pit͡ʃel
emú emu
infractor ĩɱfɾaɣ̞t̪oɾ
partenogénesis paɾt̪enoxenesis
caribú kaɾiβ̞u
ingratitud ĩŋɡɾat̪it̪uð̞
borrar ˌɡoma ð̞e β̞oraɾ
gigavoltio xiɣ̞aβ̞ol̪t̪jo
kilovatio kiloβ̞at̪jo
kilovoltio kiloβ̞ol̪t̪jo
bermellón beɾmeʝõn
puercoespines pweɾkoespines
kárate kaɾat̪e
pústula pust̪ula
lechoso let͡ʃoso
vampiritos bãmpiɾit̪os
vampirito bãmpiɾit̪o
reconexión rekoneɣ̞sjõn
vampiras bãmpiɾas
vampirita bãmpiɾit̪a
atabal at̪aβ̞al
fisura fisuɾa
relojero reloxeɾo
prosumidor pɾosumið̞oɾ
sol reˌlox ð̞e sol
clepsidra kleβ̞sið̞ɾa
dogal d̪oɣ̞al
churrasco t͡ʃurasko
banalidad banalið̞að̞
bongó bõŋɡo
vilo bilo
roncha rõnʲt͡ʃa
oblea oβ̞lea
pabilo paβ̞ilo
gofre ɡofɾe
vegano beɣ̞ano
jaina xai̯na
hidropesía ið̞ɾopesia
tamboriles t̪ãmboɾiles
estepa est̪epa
sínodos sinoð̞os
tamboril t̪ãmboɾil
escolásticos eskolast̪ikos
falsedad falseð̞að̞
escolástico eskolast̪iko
criadero kɾjað̞eɾo
garañón ɡaɾaɲõn
modisto moð̞ist̪o
iniquidad inikið̞að̞
mofa mofa
valquiria balkiɾja
introductor ĩn̪t̪ɾoð̞uɣ̞t̪oɾ
alumne alũmne
coñota koɲot̪a
pimpollo pĩmpoʝo
carretilla karet̪iʝa
hevea eβ̞ea
búbalo buβ̞alo
substitutos suβ̞st̪it̪ut̪os
espingarda espĩŋɡaɾð̞a
chimango t͡ʃimãŋɡo
apotecario apot̪ekaɾjo
apoteca apot̪eka
fárrago faraɣ̞o
potaje pot̪axe
manita manit̪a
manita manit̪a
eucaristía eu̯kaɾist̪ia
presbítero pɾezβ̞it̪eɾo
trabuco t̪ɾaβ̞uko
presbiterado pɾezβ̞it̪eɾað̞o
estilete est̪ilet̪e
hordio oɾð̞jo
esporangio espoɾãŋxjo
perrilla periʝa
megas meɣ̞as
weón weõn
califato kalifat̪o
chacmol t͡ʃaɣ̞mol
paracaidismo paɾakaið̞izmo
algarroba alɣ̞aroβ̞a
pulvinar pulβ̞inaɾ
consultores kõnsul̪t̪oɾes
cofia kofja
hombría õmbɾia
heroísmos eɾoizmos
pudendos puð̞ẽn̪d̪os
heroísmo eɾoizmo
pudendo puð̞ẽn̪d̪o
tabernarias t̪aβ̞eɾnaɾjas
tabernarios t̪aβ̞eɾnaɾjos
tabernaria t̪aβ̞eɾnaɾja
bilbaíno bilβ̞aino
tabernario t̪aβ̞eɾnaɾjo
epítopo epit̪opo
güija ɡwixa
carabela kaɾaβ̞ela
diáspora d̪jaspoɾa
indignidad ĩn̪d̪iɣ̞nið̞að̞
cachacos kat͡ʃakos
maroma maɾoma
mameluco mameluko
cachacas kat͡ʃakas
farándula faɾãn̪d̪ula
cachaca kat͡ʃaka
braquiosaurio bɾakjosau̯ɾjo
tótem t̪ot̪ẽm
totemismo t̪ot̪emizmo
sucte suɣ̞t̪e
boleta bolet̪a
bochorno bot͡ʃoɾno
chantajista t͡ʃãn̪t̪axist̪a
petrolera pet̪ɾoleɾa
adoradores að̞oɾað̞oɾes
adorador að̞oɾað̞oɾ
mantenidos mãn̪t̪enið̞os
mantenida mãn̪t̪enið̞a
mantenidas mãn̪t̪enið̞as
caliente peˌrit̪o kaljẽn̪t̪e
acrópolis akɾopolis
ductilidad d̪uɣ̞t̪ilið̞að̞
manota manot̪a
étimo et̪imo
lefa lefa
tonito t̪onit̪o
lesbianos lezβ̞janos
lesbiano lezβ̞jano
basural basuɾal
sosias sosjas
correctores koreɣ̞t̪oɾes
homofóbicas omofoβ̞ikas
homofóbica omofoβ̞ika
homofóbico omofoβ̞iko
homofóbicos omofoβ̞ikos
chamán t͡ʃamãn
bonga bõŋɡa
bonga bõŋɡa
